,Amplitude,AndersonDarling,Autocor_length,Beyond1Std,CAR_mean,CAR_sigma,CAR_tau,Color,Con,Eta_color,Eta_e,FluxPercentileRatioMid20,FluxPercentileRatioMid35,FluxPercentileRatioMid50,FluxPercentileRatioMid65,FluxPercentileRatioMid80,Freq1_harmonics_amplitude_0,Freq1_harmonics_amplitude_1,Freq1_harmonics_amplitude_2,Freq1_harmonics_amplitude_3,Freq1_harmonics_rel_phase_0,Freq1_harmonics_rel_phase_1,Freq1_harmonics_rel_phase_2,Freq1_harmonics_rel_phase_3,Freq2_harmonics_amplitude_0,Freq2_harmonics_amplitude_1,Freq2_harmonics_amplitude_2,Freq2_harmonics_amplitude_3,Freq2_harmonics_rel_phase_0,Freq2_harmonics_rel_phase_1,Freq2_harmonics_rel_phase_2,Freq2_harmonics_rel_phase_3,Freq3_harmonics_amplitude_0,Freq3_harmonics_amplitude_1,Freq3_harmonics_amplitude_2,Freq3_harmonics_amplitude_3,Freq3_harmonics_rel_phase_0,Freq3_harmonics_rel_phase_1,Freq3_harmonics_rel_phase_2,Freq3_harmonics_rel_phase_3,LinearTrend,MaxSlope,Mean,Meanvariance,MedianAbsDev,MedianBRP,PairSlopeTrend,PercentAmplitude,PercentDifferenceFluxPercentile,PeriodLS,Period_fit,Psi_CS,Psi_eta,Q31,Q31_color,Rcs,Skew,SlottedA_length,SmallKurtosis,Std,StetsonJ,StetsonK,StetsonK_AC,StetsonL,Type
2.5027.10,0.472,1.0,1.0,0.438419117647,-14.553608196,0.546655316912,0.570918342936,0.229131595919,0.0,25.2279516736,8.14436668858,0.202173913043,0.392391304348,0.567391304348,0.732608695652,0.903260869565,0.375142449857,0.164484345676,0.0765841953728,0.0519813860244,0.0,0.502557381376,0.663341366946,-1.62415013155,0.0199824845468,0.00281244504513,0.000963479339185,0.00185303685382,0.0,2.0362658776,0.876218279903,2.21215034748,0.0134590165188,0.00671939700612,0.00200450121389,0.000841648986945,0.0,1.05393162928,1.30248115706,-0.177096079195,-3.63526523298e-06,2.35435830068,-8.308921875,-0.0357918451881,0.259,0.217830882353,0.1,-0.0698684686859,-0.111017255943,4.95599178506,9.60118528035e-184,0.229041805754,0.0104444394776,0.52125,0.162,0.021953426098,-0.223961490574,0.963380000001,-1.17834936756,0.29739164543,53.8641079979,0.803689517205,0.878566826376,41.4471739692,CEPH
2.5144.4495,0.41775,1.0,1.0,0.477851083883,-24.1423560801,0.639282068262,0.345668406873,0.148076213561,0.0,30.2372561894,13.975277459,0.237918215613,0.411400247831,0.579925650558,0.762081784387,0.914498141264,0.338922156734,0.128307808314,0.0565856658049,0.0327571163881,0.0,1.31349813419,2.65189909212,1.04298117689,0.0337917009193,0.0042494557988,0.00896676765681,0.00130778242654,0.0,-0.798040216859,0.664789292154,-1.22664810715,0.0278237500877,0.0124694927418,0.00501634085076,0.00311732586624,0.0,0.88414801059,2.94996476373,3.09429134677,8.39986767655e-06,4.03746769978,-8.34524976437,-0.0323518164726,0.211,0.206409048068,0.0333333333333,-0.071721806327,-0.0974402318281,3.65213354362,3.78656467065e-180,0.229636009059,0.0732312955362,0.468,0.151,0.0297878719211,-0.442471808335,0.835879999999,-1.13504246229,0.269983988795,49.7823651034,0.815396337533,0.877109354961,38.4842716492,CEPH
2.5148.126,0.233,1.0,1.0,0.273161413563,-66.5533762042,0.472265609117,0.099960972524,0.104556408233,0.00191387559809,280.606133304,117.880134016,0.109625668449,0.179144385027,0.288770053476,0.430481283422,0.716577540107,0.0946849844965,0.0158315809753,0.010877454441,0.00565429400668,0.0,-0.538932382733,-1.59034051096,-0.361014350744,0.064077128653,0.0158795530228,0.0101021213277,0.00135025249481,0.0,-0.054307837912,0.231260204978,0.51677660445,0.0456212772619,0.00326347611964,0.00251345608592,0.000502920199182,0.0,-1.54674697025,0.455096392061,0.540530053677,-5.16632823055e-06,8.88650963894,-6.65274021012,-0.0162412651434,0.054,0.655205348615,0.233333333333,-0.0643415514131,-0.0562236921227,0.762856893979,3.59525949263e-84,0.154465432814,1.22702573873,0.108,0.051,0.0315276908957,-0.397255210069,0.417939999999,1.36437065601,0.108048917683,4.60604538299,0.651684692061,0.833522359021,1.96545731276,CEPH
2.5148.29,0.3885,1.0,1.0,0.451790633609,-27.9983098396,-0.639833327741,0.274008701831,0.25650936353,0.0,97.1477209552,21.8420924001,0.228997289973,0.388888888889,0.523035230352,0.69647696477,0.90243902439,0.292839136266,0.125364906789,0.0863276655949,0.0494461375089,0.0,1.87253595207,0.898019967426,-0.00486057549382,0.0238129533493,0.00855959375257,0.0050868622096,0.00455375034121,0.0,-1.24761901624,1.34033702958,-0.0431225404,0.0201934258517,0.00319781840974,0.00260044401899,0.00161166021849,0.0,-0.160263695212,1.04051867066,1.59411472341,2.27841173505e-05,5.13918629722,-7.6717805326,-0.0312292116693,0.184,0.21854912764,0.0333333333333,-0.0733018620509,-0.0967741935484,3.25070428913,6.6645320054e-172,0.220090958822,0.0664620726597,0.389,0.122,0.0403933002773,-0.482582688403,0.389144000015,-0.990069099424,0.239583658133,29.1032339643,0.793821989721,0.870883532975,20.5261736681,CEPH
2.5265.3739,0.3955,1.0,1.0,0.46380952381,-25.8691393494,0.629288100545,0.303692103058,0.29871627451,0.0,81.7102266319,17.7846641344,0.229357798165,0.373525557012,0.547837483617,0.719528178244,0.905635648755,0.311904130346,0.152560467853,0.0697796008613,0.0376722218438,0.0,-0.582324513766,-1.07107602985,1.34681425761,0.0243792056672,0.00628586675349,0.00261435556256,0.00131910361543,0.0,-0.300442707515,-0.564846466774,-1.62782314289,0.0194324383657,0.0026328636409,0.00435035427795,0.00299136673106,0.0,2.4606126417,0.371687793005,1.55068919724,1.27442134228e-05,7.08044591859,-7.85625333333,-0.0318188013132,0.186,0.220952380952,0.0333333333333,-0.0762510438749,-0.0980278794887,3.19777435504,4.38617897032e-172,0.216882198176,0.0464743603045,0.41775,0.1325,0.0424763120786,-0.551283519613,0.40793999999,-0.973633150913,0.249976563879,36.1236118994,0.798089773606,0.861023853493,24.6970777634,CEPH
2.5268.1302,0.508,1.0,1.0,0.47342519685,-34.2288335216,0.921510466677,0.230945040114,0.0978145548929,0.0,113.371039246,22.8948748027,0.181352459016,0.323770491803,0.521516393443,0.698770491803,0.893442622951,0.389110334643,0.18088661326,0.0967808670285,0.08363790303,0.0,-0.519166484747,-1.03668730315,-1.56947475486,0.0338125199944,0.00537449035439,0.00103861851778,0.0018647939948,0.0,-2.09500059706,-2.23333152267,-2.07343808093,0.027493657737,0.0094710825805,0.00211936926054,0.0043452879811,0.0,-1.870758074,-0.974319962075,-1.40196154848,1.54979173202e-06,5.82046116113,-7.90497933071,-0.0400963951484,0.2065,0.260826771654,0.0333333333333,-0.101376881204,-0.125008005123,2.65447755122,4.80182049514e-160,0.212452732135,0.0199310782544,0.509,0.13925,0.0240734789356,-0.712952481543,0.412362000003,-0.733802274809,0.316961174884,28.5294772177,0.816451780798,0.864006401864,19.0187495813,CEPH
2.5268.1328,0.3935,1.0,1.0,0.464962121212,-26.0441091315,-0.664243141272,0.2588373962,0.42823320815,0.0,48.5877288781,20.0012155938,0.197875166003,0.365205843293,0.521912350598,0.697211155378,0.869853917663,0.304668442679,0.114594742692,0.0729193037692,0.0416401369053,0.0,1.27304522052,2.6902532822,0.920080758088,0.019599974164,0.00670061214349,0.0050351265294,0.00180567738839,0.0,0.980319076388,-0.341326387393,0.305597356472,0.0176782218728,0.00310546041582,0.000310016848816,0.00133735550355,0.0,-0.0274932647472,-1.42931421035,-0.417571394609,-3.22005245204e-06,5.65245477969,-6.74118939394,-0.0359254665068,0.171,0.268939393939,0.0333333333333,-0.0909499550494,-0.112825891519,2.84705911057,1.31247973577e-173,0.217944147989,0.0387366214679,0.393,0.127,0.028890775742,-0.595278993653,0.680024000001,-0.864327507053,0.242180373788,18.2994705344,0.796351354475,0.88421860603,12.9434972119,CEPH
2.5270.1994,0.383,1.0,1.0,0.472602739726,-30.3555313578,-0.674596948652,0.260144414036,0.184830639511,0.0,297.242149101,34.5604678021,0.232876712329,0.401369863014,0.579452054795,0.743835616438,0.923287671233,0.299191751522,0.145569628099,0.0656563402036,0.0438750937952,0.0,-2.53956002268,-2.08751182224,-2.12702537849,0.0366279208406,0.00550972384303,0.0023267918348,0.00202732340229,0.0,-0.773727784749,-2.9151839634,0.0322294073741,0.0262742575437,0.00455787019795,0.00269562154128,0.00192717088769,0.0,0.611268455867,-2.28260922671,-1.50134847543,-7.2389905867e-06,4.60561616876,-7.89682191781,-0.03112202117,0.1875,0.308219178082,-0.0333333333333,-0.0830463069269,-0.0931241229749,3.22320520286,2.0583662863e-119,0.223693767074,0.0619939548453,0.4235,0.12025,0.0377793235625,-0.452020752008,0.548924000002,-0.995990252196,0.245765058902,34.6692981427,0.816855510464,0.882493909322,27.4633843006,CEPH
2.5386.4437,0.123,1.0,1.0,0.447124304267,-43.2118861471,-0.265065814634,0.178302784625,0.267517951398,0.0,331.09980632,81.0127055259,0.277056277056,0.47619047619,0.636363636364,0.779220779221,0.917748917749,0.107294648521,0.0093313145237,0.00262991012225,0.00215473672518,0.0,1.65659201781,0.348191948765,1.5002243547,0.0115102795073,0.00508452371552,0.00598982056158,0.00374293379571,0.0,1.20142864419,2.13012781638,2.52213287727,0.00673273229145,0.00255345931632,0.000929245298604,0.00205157131964,0.0,0.937752325971,1.33748937475,-1.54666071315,-3.64045708583e-06,6.15927983759,-7.70479962894,-0.0103578831899,0.073,0.246753246753,0.166666666667,-0.0312459483988,-0.0299494360171,1.97520108167,1.04459831732e-204,0.223403978775,0.191970626111,0.14675,0.045,0.0442156747385,0.131221871265,0.610661999999,-1.20269768372,0.0798054145582,10.4188906621,0.80935263929,0.918227236988,8.1676488941,CEPH
2.5390.43,0.5395,1.0,1.0,0.47323943662,-33.7400694175,0.987023971482,0.2341463912,0.193760555505,0.0,62.0476381166,18.141207298,0.191387559809,0.344497607656,0.522488038278,0.6995215311,0.888995215311,0.417887538544,0.216085851747,0.111640634461,0.0634926437882,0.0,-0.977716180632,1.36955288444,0.304498379833,0.0389743835791,0.0070473601741,0.00105717050973,0.00433415612775,0.0,0.33994829432,-0.329483873832,1.21690810544,0.0329101047451,0.0137294941511,0.00519541982832,0.00678161570363,0.0,0.649864389032,0.742385980443,-1.52438082503,1.03188773754e-05,5.21169832411,-7.90011549296,-0.0430954687211,0.228,0.280751173709,0.1,-0.113546072024,-0.133922850186,2.74468396785,1.04547694106e-163,0.227776778812,0.048625814088,0.547,0.16,0.0258966065086,-0.665867668954,0.417939999999,-0.805328994751,0.34045918012,39.3065675962,0.789999381498,0.846127103058,24.7645206245,CEPH
2.5509.20,0.1985,1.0,1.0,0.455463728191,-22.6397626432,-0.284935662843,0.390151711746,0.195886291607,0.0,78.1784785584,14.9409925488,0.213903743316,0.422459893048,0.604278074866,0.783422459893,0.919786096257,0.173064819028,0.0367491095814,0.0130816429279,0.00520323118501,0.0,1.35871474252,-0.753784327818,0.637366276915,0.00908926174346,0.00381033025105,0.0021172530644,0.00274898391325,0.0,-0.694835854021,-0.330160067524,0.242606101219,0.00794961841568,0.00169329980823,0.000613680539677,0.00142281402942,0.0,-1.52088878242,-0.165557762795,0.00637883267343,-3.92618167316e-06,2.01477501731,-8.83294214876,-0.0144642510932,0.107,0.341597796143,-0.0333333333333,-0.0533242568641,-0.0424324937599,3.75547203589,4.47208790478e-209,0.222986831776,0.102797008857,0.227,0.075,0.0421651678629,-0.341507336495,0.873240000015,-1.04596575329,0.127761893131,33.9329274223,0.816383683136,0.881027751011,27.7137859791,CEPH
2.5510.52,0.197,1.0,1.0,0.462559241706,-6.96211325158,-0.176381493385,1.00756300839,0.186918185742,0.0,386.867137896,75.741229592,0.265582655827,0.447154471545,0.607046070461,0.742547425474,0.888888888889,0.163463172874,0.0311023146204,0.010594304945,0.00784219912105,0.0,-0.595704803292,-0.734084959787,-0.10905315851,0.018874755846,0.0114482035912,0.00255863763556,0.00249658349446,0.0,-0.79352314358,-1.18676852077,-1.3329244444,0.0113468426298,0.00250282032827,0.0014716444226,0.000519638182783,0.0,1.59161507288,1.64237543109,0.0587323821211,2.08390574659e-06,10.5216028682,-7.01476777251,-0.0177313862407,0.101,0.243601895735,-0.1,-0.0474828375286,-0.0527745995423,1.1087246826,3.70102026664e-196,0.222571536207,0.146906758134,0.2235,0.074,0.0313881597503,-0.318407003,0.259792000004,-1.20050765712,0.124381556763,8.40119731115,0.822394457334,0.888791535861,6.20276204056,CEPH
2.5628.4390,0.43925,1.0,1.0,0.434860736748,-21.1793772276,0.604142896378,0.384759465326,0.299724243716,0.0,307.336727924,24.2635142934,0.204275534442,0.369358669834,0.522565320665,0.700712589074,0.907363420428,0.339880313055,0.142512260181,0.0907126282499,0.048238367151,0.0,-0.373727007139,-0.381461080004,-1.01601638473,0.027870308543,0.0031020763944,0.00097978515583,0.00258836037382,0.0,-2.03875587577,-0.74780422579,-0.917203928747,0.02619655484,0.00613870891377,0.00641203462691,0.000787005333945,0.0,-2.14515502695,-2.41174057303,-0.628406377157,-2.72883095481e-06,13.2428940553,-8.14896585804,-0.0330641239884,0.211,0.235399820305,0.0333333333333,-0.0735620834362,-0.103924956801,4.15395341985,6.27709081233e-180,0.227438977269,0.0654152397145,0.44,0.153,0.0310723496082,-0.366651378624,0.611909999985,-1.03844833179,0.269438417507,12.8756569829,0.817879225713,0.869524295549,9.1570741534,CEPH
2.5631.44,0.21375,1.0,1.0,0.438909774436,-34.2367534954,-0.406361532549,0.216498226958,0.213566805307,0.0,149.732083418,41.8281361773,0.253164556962,0.443037974684,0.627848101266,0.769620253165,0.898734177215,0.182745852595,0.0321412038235,0.0173067704669,0.00282818823365,0.0,1.74996231235,0.622561628301,1.45858014911,0.0209636666572,0.00835127285563,0.00924639819681,0.00564520345212,0.0,-1.21475913378,1.01479983584,0.850493444801,0.0131660936824,0.00154163071028,0.00177431817256,0.00272964563335,0.0,1.91640503597,0.604250237503,2.938896431,-1.17182692751e-06,7.42894056759,-7.41219642857,-0.018246846821,0.116,0.259398496241,-0.0333333333333,-0.0432136335971,-0.053425306012,1.47696574181,1.12760052645e-199,0.221153462848,0.1726378566,0.24725,0.084,0.0357607790177,-0.137529488096,0.436620000008,-1.16055374528,0.13524921284,10.5214824142,0.80698665364,0.881737984375,7.34957341818,CEPH
2.5750.1942,0.2,1.0,1.0,0.388541666667,-37.2499617357,-0.371522648855,0.214238195463,0.214912782158,0.0,126.362024106,33.8489733476,0.238356164384,0.419178082192,0.613698630137,0.758904109589,0.87397260274,0.165582903011,0.0266722467789,0.00465328789082,0.00419335357396,0.0,-2.44940988467,-2.02087148206,-0.661463701391,0.0112851919441,0.00214421129046,0.00599669847733,0.00167348131656,0.0,-1.40689702425,-0.359559327268,-1.19466869327,0.0111068990083,0.00757342495221,0.00148582650005,0.00199697139041,0.0,0.906335934831,-0.0760471663801,0.114221502892,-2.95780719592e-06,3.24973507661,-7.98036458333,-0.0154699433843,0.112,0.273958333333,-0.166666666667,-0.0401002506266,-0.0457393483709,2.11464209067,2.37055895549e-179,0.222188336228,0.198489891022,0.2235,0.068,0.0348632418944,0.0303822333292,0.384930000015,-1.11000058719,0.12345578829,10.6700455211,0.795681053586,0.843519514459,6.25984236988,CEPH
2.5750.1943,0.3105,1.0,1.0,0.474264705882,-27.6233689771,0.534861102572,0.282282669867,0.290565325178,0.0,29.3769009953,16.0153766495,0.241721854305,0.422185430464,0.604304635762,0.753311258278,0.905629139073,0.260344222536,0.110630647879,0.0424498582164,0.0180217985362,0.0,-0.984016971005,1.10052333237,0.0288943552128,0.0177621676548,0.00795310769885,0.00403344473965,0.00211787175317,0.0,0.772499037484,0.923971773012,2.5127420184,0.0159782938147,0.00293532624237,0.00152537210723,0.00270500277272,0.0,1.5316457323,-0.659294583651,0.145510658883,5.51324295915e-09,5.00645994772,-7.79759834559,-0.02609313096,0.156,0.185661764706,0.1,-0.0585271317829,-0.0780361757106,2.9893859989,3.019726934e-194,0.226924256419,0.0192631263107,0.3645,0.1135,0.0408058079632,-0.450823977752,0.722535000001,-1.17918096683,0.203463754805,31.0251996647,0.826426559922,0.914269854224,24.4823312164,CEPH
2.5751.44,0.628,1.0,1.0,0.390521327014,-25.6960764961,0.894738501514,0.288950266504,0.48390433846,0.0,67.1719341311,32.2199220015,0.172383465259,0.298153034301,0.446789797713,0.618293755497,0.816182937555,0.395703980223,0.184943687363,0.105149223946,0.0516311605265,0.0,-0.852335105583,1.5169327029,0.532040829821,0.113233127456,0.0441447177308,0.0364527638298,0.00944929601827,0.0,1.9197443078,1.07945411943,1.73241663896,0.037834016398,0.0250196191057,0.0157890472728,0.00542467240429,0.0,1.97731918246,1.02138529755,0.372762582911,-6.89495709532e-08,13.1402331358,-7.42488815166,-0.0464450246147,0.228,0.312796208531,0.233333333333,-0.111548913043,-0.154483695652,3.0298880735,4.08392051393e-145,0.20903939302,0.305792953087,0.507,0.22,0.0333617356399,-0.38266226695,0.38740800001,-0.739223428912,0.344849112965,27.4311958852,0.741063087853,0.848442481867,17.164091951,CEPH
2.5869.4230,0.42625,1.0,1.0,0.45164410058,-22.7407911865,0.648125495398,0.34875885185,0.35580447666,0.0,19.3110984194,12.6836876209,0.234223300971,0.41140776699,0.581310679612,0.746359223301,0.907766990291,0.344526849962,0.14569777767,0.0589740303303,0.0240368559251,0.0,-0.95628782575,-1.17018579509,0.714649458829,0.0337303559006,0.00881255819874,0.0038103354541,0.00313701622043,0.0,-0.973073699263,-0.967540424396,-2.0050433328,0.0242966581014,0.00777019707419,0.00244882496224,0.000559644543706,0.0,-2.45324089849,-1.67823061161,-1.23976363929,-3.53046807621e-06,5.32945736371,-7.93105222437,-0.0344410173812,0.226,0.208897485493,0.0333333333333,-0.0775681341719,-0.104694746204,4.04485553518,4.21701115131e-176,0.228880792064,0.0554758033288,0.4805,0.1495,0.0249320965112,-0.358950806563,0.600960999996,-1.17270649882,0.27315350751,44.15962857,0.811858521356,0.900785104387,32.9088088903,CEPH
